日期,板块,热度分,置信度,股票代码,股票名称,匹配线索
20260403,军工,5.7,观察,002151,北斗星通,军工|国防|航空发动机|卫星
20260403,军工,5.7,观察,002648,卫星化学,军工|国防|航空发动机|卫星
20260403,军工,5.7,观察,600118,中国卫星,军工|国防|航空发动机|卫星
20260403,军工,5.7,观察,600150,中国船舶,军工|国防|航空发动机|卫星
20260403,军工,5.7,观察,601606,长城军工,军工|国防|航空发动机|卫星
20260403,军工,5.7,观察,688543,国科军工,军工|国防|航空发动机|卫星
20260403,汽车,5.2,观察,000550,江铃汽车,汽车|整车|汽车零部件|乘用车
20260403,汽车,5.2,观察,000572,海马汽车,汽车|整车|汽车零部件|乘用车
20260403,汽车,5.2,观察,000625,长安汽车,汽车|整车|汽车零部件|乘用车
20260403,汽车,5.2,观察,000980,众泰汽车,汽车|整车|汽车零部件|乘用车
20260403,汽车,5.2,观察,301560,众捷汽车,汽车|整车|汽车零部件|乘用车
20260403,汽车,5.2,观察,600166,福田汽车,汽车|整车|汽车零部件|乘用车
20260403,汽车,5.2,观察,600335,国机汽车,汽车|整车|汽车零部件|乘用车
20260403,汽车,5.2,观察,600418,江淮汽车,汽车|整车|汽车零部件|乘用车
20260403,汽车,5.2,观察,600609,金杯汽车,汽车|整车|汽车零部件|乘用车
20260403,汽车,5.2,观察,600686,金龙汽车,汽车|整车|汽车零部件|乘用车
20260403,汽车,5.2,观察,600741,华域汽车,汽车|整车|汽车零部件|乘用车
20260403,汽车,5.2,观察,600960,渤海汽车,汽车|整车|汽车零部件|乘用车
20260403,汽车,5.2,观察,601279,英利汽车,汽车|整车|汽车零部件|乘用车
20260403,汽车,5.2,观察,601633,长城汽车,汽车|整车|汽车零部件|乘用车
20260403,汽车,5.2,观察,603982,泉峰汽车,汽车|整车|汽车零部件|乘用车
20260403,汽车,5.2,观察,920030,德众汽车,汽车|整车|汽车零部件|乘用车
20260403,航空机场,5.2,观察,000089,深圳机场,航空|机场|民航|飞机
20260403,航空机场,5.2,观察,000697,炼石航空,航空|机场|民航|飞机
20260403,航空机场,5.2,观察,002928,华夏航空,航空|机场|民航|飞机
20260403,航空机场,5.2,观察,300581,晨曦航空,航空|机场|民航|飞机
20260403,航空机场,5.2,观察,300900,广联航空,航空|机场|民航|飞机
20260403,航空机场,5.2,观察,600004,白云机场,航空|机场|民航|飞机
20260403,航空机场,5.2,观察,600009,上海机场,航空|机场|民航|飞机
20260403,航空机场,5.2,观察,600029,南方航空,航空|机场|民航|飞机
20260403,航空机场,5.2,观察,600316,洪都航空,航空|机场|民航|飞机
20260403,航空机场,5.2,观察,600515,海南机场,航空|机场|民航|飞机
20260403,航空机场,5.2,观察,601021,春秋航空,航空|机场|民航|飞机
20260403,航空机场,5.2,观察,603885,吉祥航空,航空|机场|民航|飞机
20260403,机器人,4.7,观察,300024,机器人,机器人|人形机器人|工业机器人|减速器
20260403,计算机,4.7,观察,002063,远光软件,软件|信创|操作系统|数据库
20260403,计算机,4.7,观察,002065,东华软件,软件|信创|操作系统|数据库
20260403,计算机,4.7,观察,002279,久其软件,软件|信创|操作系统|数据库
20260403,计算机,4.7,观察,002474,榕基软件,软件|信创|操作系统|数据库
20260403,计算机,4.7,观察,300036,超图软件,软件|信创|操作系统|数据库
20260403,计算机,4.7,观察,300271,华宇软件,软件|信创|操作系统|数据库
20260403,计算机,4.7,观察,300339,润和软件,软件|信创|操作系统|数据库
20260403,计算机,4.7,观察,300525,博思软件,软件|信创|操作系统|数据库
20260403,计算机,4.7,观察,300663,科蓝软件,软件|信创|操作系统|数据库
20260403,计算机,4.7,观察,300996,普联软件,软件|信创|操作系统|数据库
20260403,计算机,4.7,观察,301185,鸥玛软件,软件|信创|操作系统|数据库
20260403,计算机,4.7,观察,600536,中国软件,软件|信创|操作系统|数据库
20260403,计算机,4.7,观察,600756,浪潮软件,软件|信创|操作系统|数据库
20260403,计算机,4.7,观察,600783,鲁信创投,软件|信创|操作系统|数据库
20260403,计算机,4.7,观察,600845,宝信软件,软件|信创|操作系统|数据库
20260403,计算机,4.7,观察,603232,格尔软件,软件|信创|操作系统|数据库
20260403,计算机,4.7,观察,603383,顶点软件,软件|信创|操作系统|数据库
20260403,计算机,4.7,观察,603636,南威软件,软件|信创|操作系统|数据库
