日期,板块,热度分,置信度,股票代码,股票名称,匹配线索
20260719,物流,6.9,观察,000520,凤凰航运,物流|快递|航运|港口
20260719,物流,6.9,观察,001872,招商港口,物流|快递|航运|港口
20260719,物流,6.9,观察,002468,申通快递,物流|快递|航运|港口
20260719,物流,6.9,观察,300013,新宁物流,物流|快递|航运|港口
20260719,物流,6.9,观察,600125,铁龙物流,物流|快递|航运|港口
20260719,物流,6.9,观察,600603,广汇物流,物流|快递|航运|港口
20260719,物流,6.9,观察,601083,锦江航运,物流|快递|航运|港口
20260719,物流,6.9,观察,601156,东航物流,物流|快递|航运|港口
20260719,物流,6.9,观察,603117,万林物流,物流|快递|航运|港口
20260719,物流,6.9,观察,603128,华贸物流,物流|快递|航运|港口
20260719,物流,6.9,观察,603565,中谷物流,物流|快递|航运|港口
20260719,物流,6.9,观察,603569,长久物流,物流|快递|航运|港口
20260719,物流,6.9,观察,603967,中创物流,物流|快递|航运|港口
20260719,石油石化,5.2,观察,000554,泰山石油,石油|石化|天然气|油气
20260719,石油石化,5.2,观察,000703,恒逸石化,石油|石化|天然气|油气
20260719,石油石化,5.2,观察,000852,石化机械,石油|石化|天然气|油气
20260719,石油石化,5.2,观察,002267,陕天然气,石油|石化|天然气|油气
20260719,石油石化,5.2,观察,002493,荣盛石化,石油|石化|天然气|油气
20260719,石油石化,5.2,观察,300164,通源石油,石油|石化|天然气|油气
20260719,石油石化,5.2,观察,600028,中国石化,石油|石化|天然气|油气
20260719,石油石化,5.2,观察,600346,恒力石化,石油|石化|天然气|油气
20260719,石油石化,5.2,观察,600688,上海石化,石油|石化|天然气|油气
20260719,石油石化,5.2,观察,600871,石化油服,石油|石化|天然气|油气
20260719,石油石化,5.2,观察,601857,中国石油,石油|石化|天然气|油气
20260719,石油石化,5.2,观察,603353,和顺石油,石油|石化|天然气|油气
20260719,石油石化,5.2,观察,603393,新天然气,石油|石化|天然气|油气
20260719,石油石化,5.2,观察,603619,中曼石油,石油|石化|天然气|油气
20260719,石油石化,5.2,观察,603689,皖天然气,石油|石化|天然气|油气
20260719,石油石化,5.2,观察,688669,聚石化学,石油|石化|天然气|油气
20260719,机器人,4.3,观察,300024,机器人,机器人|人形机器人|工业机器人|减速器
20260719,煤炭,3.9,观察,000983,山西焦煤,煤炭|焦煤|动力煤|无烟煤
20260719,消费,3.9,观察,000921,海信家电,消费|白酒|食品饮料|家电
20260719,消费,3.9,观察,000978,桂林旅游,消费|白酒|食品饮料|家电
20260719,消费,3.9,观察,002059,云南旅游,消费|白酒|食品饮料|家电
20260719,消费,3.9,观察,002627,三峡旅游,消费|白酒|食品饮料|家电
20260719,消费,3.9,观察,002707,众信旅游,消费|白酒|食品饮料|家电
20260719,消费,3.9,观察,300859,西域旅游,消费|白酒|食品饮料|家电
20260719,消费,3.9,观察,600054,黄山旅游,消费|白酒|食品饮料|家电
20260719,消费,3.9,观察,600749,西藏旅游,消费|白酒|食品饮料|家电
20260719,消费,3.9,观察,603199,九华旅游,消费|白酒|食品饮料|家电
20260719,消费,3.9,观察,603402,陕西旅游,消费|白酒|食品饮料|家电
20260719,传媒,3.9,观察,000156,华数传媒,传媒|游戏|影视|广告
20260719,传媒,3.9,观察,000719,中原传媒,传媒|游戏|影视|广告
20260719,传媒,3.9,观察,000917,电广传媒,传媒|游戏|影视|广告
20260719,传媒,3.9,观察,002027,分众传媒,传媒|游戏|影视|广告
20260719,传媒,3.9,观察,002343,慈文传媒,传媒|游戏|影视|广告
20260719,传媒,3.9,观察,002712,思美传媒,传媒|游戏|影视|广告
20260719,传媒,3.9,观察,002905,金逸影视,传媒|游戏|影视|广告
20260719,传媒,3.9,观察,300133,华策影视,传媒|游戏|影视|广告
20260719,传媒,3.9,观察,300251,光线传媒,传媒|游戏|影视|广告
20260719,传媒,3.9,观察,300788,中信出版,传媒|游戏|影视|广告
20260719,传媒,3.9,观察,300987,川网传媒,传媒|游戏|影视|广告
20260719,传媒,3.9,观察,301102,兆讯传媒,传媒|游戏|影视|广告
20260719,传媒,3.9,观察,301551,无线传媒,传媒|游戏|影视|广告
20260719,传媒,3.9,观察,600088,中视传媒,传媒|游戏|影视|广告
20260719,传媒,3.9,观察,600229,城市传媒,传媒|游戏|影视|广告
20260719,传媒,3.9,观察,600373,中文传媒,传媒|游戏|影视|广告
20260719,传媒,3.9,观察,600386,北巴传媒,传媒|游戏|影视|广告
20260719,传媒,3.9,观察,600757,长江传媒,传媒|游戏|影视|广告
20260719,传媒,3.9,观察,600825,新华传媒,传媒|游戏|影视|广告
20260719,传媒,3.9,观察,601019,山东出版,传媒|游戏|影视|广告
20260719,传媒,3.9,观察,601098,中南传媒,传媒|游戏|影视|广告
20260719,传媒,3.9,观察,601801,皖新传媒,传媒|游戏|影视|广告
20260719,传媒,3.9,观察,601900,南方传媒,传媒|游戏|影视|广告
20260719,传媒,3.9,观察,601921,浙版传媒,传媒|游戏|影视|广告
20260719,传媒,3.9,观察,601928,凤凰传媒,传媒|游戏|影视|广告
20260719,传媒,3.9,观察,601929,吉视传媒,传媒|游戏|影视|广告
20260719,传媒,3.9,观察,601949,中国出版,传媒|游戏|影视|广告
20260719,传媒,3.9,观察,601999,出版传媒,传媒|游戏|影视|广告
20260719,传媒,3.9,观察,603103,横店影视,传媒|游戏|影视|广告
20260719,传媒,3.9,观察,603598,引力传媒,传媒|游戏|影视|广告
20260719,传媒,3.9,观察,603999,读者传媒,传媒|游戏|影视|广告
