code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
601288,2025-10-20,2025-10-21,7.287,7.602,100,4.32,take_partial
000807,2025-10-20,2025-10-21,20.42,21.369,100,4.64,take_partial_final
601288,2025-10-20,2025-10-22,7.287,7.802,400,7.07,take_partial_final
601600,2025-10-20,2025-10-23,8.388,8.891,100,5.99,take_partial
601600,2025-10-20,2025-10-23,8.388,8.891,300,5.99,take_band
000983,2025-10-20,2025-10-23,7.227,7.453,1000,3.12,take_band
601398,2025-10-20,2025-10-27,7.297,7.582,300,3.91,take_partial
601963,2025-10-20,2025-10-28,9.78,10.21,100,4.4,take_partial
601398,2025-10-20,2025-10-28,7.297,7.662,700,5.0,take_partial_final
600481,2025-10-20,2025-10-29,6.697,6.993,100,4.42,take_partial
600481,2025-10-20,2025-10-29,6.697,6.993,400,4.42,take_band
601963,2025-10-20,2025-10-29,9.78,10.29,400,5.21,take_partial_final
600060,2025-10-20,2025-11-03,23.443,23.816,100,1.59,max_hold
601665,2025-10-20,2025-11-03,5.906,5.834,600,-1.21,max_hold
601336,2025-10-20,2025-11-03,65.525,63.646,100,-2.87,max_hold
600900,2025-10-20,2025-11-03,27.147,27.273,200,0.46,max_hold
