code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
600021,2025-08-18,2025-08-19,11.692,12.777,100,9.28,take_partial
600749,2025-08-18,2025-08-19,27.618,29.461,100,6.67,take_partial
000561,2025-08-18,2025-08-19,14.314,14.905,100,4.13,take_partial
600021,2025-08-18,2025-08-19,11.692,12.777,400,9.28,take_pct
600749,2025-08-18,2025-08-19,27.618,29.461,100,6.67,take_pct
600497,2025-08-18,2025-08-20,5.726,5.824,1000,1.72,take_band
600754,2025-08-18,2025-08-25,22.162,23.027,100,3.9,take_partial
688660,2025-08-18,2025-08-26,19.019,22.298,100,17.24,take_partial
688660,2025-08-18,2025-08-26,19.019,22.298,200,17.24,take_band
600452,2025-08-18,2025-08-27,11.207,9.516,600,-15.08,stop_hard
601600,2025-08-18,2025-08-28,5.75,5.709,900,-0.7,max_hold
601898,2025-08-18,2025-08-28,11.742,11.019,400,-6.16,max_hold
000983,2025-08-18,2025-08-28,7.157,6.963,800,-2.71,max_hold
000561,2025-08-18,2025-08-28,14.314,12.937,400,-9.62,max_hold
600754,2025-08-18,2025-08-28,22.162,22.777,300,2.78,max_hold
600219,2025-08-18,2025-08-28,3.864,3.846,2600,-0.46,max_hold
601225,2025-08-18,2025-08-28,20.861,19.421,500,-6.9,max_hold
